v1,v2
HAM,ن?از به ?ک دستگاه ک?بورد( ک?بورد شماره 2142050166 جا?گز?ن ک?بورد شماره 2142050010)
HAM,بررس? کند? شبکه
HAM,اشکال در ک?بورد
HAM,بررس? فرم ورد
SPAN,ن?از به دو عدد پد موس برا? س?ستم آقا? افشار و ظفر?
HAM,بررس? پر?نتر
HAM,س?ستم خانم حس?ن? ن?از به تعو?ض باطر? bios
HAM,reset pass
SPAN,ن?از به ?ک عدد تونر 36A
HAM,بررس? شبکه
HAM,درخواست پر?نت
HAM,بررس? پاور پو?نت خانم کاظم زاده
HAM,بررس? شبکه س?ستم
HAM,بررس? شبکه س?ستم
HAM,بررس? شبکه س?ستم منش?
HAM,بررس? EORG س?ستم
HAM,نصب د?کشنر? س?ستم
HAM,اشکال در سرو?س نت
HAM,بررس? سا?ت نت و مشکل در?افت فا?ل Pdf
HAM,اشکال در ورد - منش?
HAM,اشکال در طراح? فرم ورد
HAM,بررس? پر?نتر
HAM,س?ستم با شماره اموال 2142020204 بنام خانم فر?ده حس?ن? -مشکل باطر? س?ستم دارد
HAM,مشکل و?ندوز
HAM,تعو?ض باطر? CMOS
HAM,تعو?ض باطر? و کارت صدا
SPAN,تعو?ض باطر? س?ستم و تعو?ض و?ندوز
SPAN,ن?از به 4 عدد تونر رنگ? (س?اه-آب?-قرمز-زرد)
HAM,ن?از به پ?کاپ+ تعم?ر ف?وز?نگ + سرو?س ?ک دستگاه پر?نتر hp 3020 به شماره اموال 2142410007
HAM,ن?از به تعم?ر صفحه نما?ش + تعم?ر برد vga و پاور ?ک دستگاه مان?تور lg m1740s به شماره اموال 2142060146
SPAN,ن?از به ?ک عدد رم 8 گ?گ
SPAN,ن?از به ?ک عدد هارد 500
SPAN,ن?از به ?ک عدد کابل پر?نتر 5 متر?
HAM,ن?از به تعم?ر پورت usb+ پ?کاپ hp1320+ سرو?س پر?نتر (جهت عودت به انبار )
HAM,نا?ز به تغ??ر و تحول کل?ه تجه?زات در اخت?ار آقا? حس?ن بهزاد? ش?خ رباط
SPAN,ن?از به ?ک عدد پد ماوس
HAM,نصب مجدد Eorg
HAM,انتقال فا?ل به س?ستم سنا??
HAM,انتقال فا?ل به س?ستم فولاد? وندا
HAM,اشکال در pass برنامه Eorg - عطارزاده
HAM,بررس? صدا? غ?رمتعارف پر?نتر
HAM,نصب پرينتر 2130
SPAN,نياز به يك عدد ماوس
HAM,ن?از به کتابچه mesc book
HAM,مشكل ريست سيستم   مشكل ويندوز   مشكل گرافيك
SPAN,نياز به يك عدد ماوس
SPAN,نياز به يك عدد پد ماوس
SPAN,نياز به يك عدد پد ماوس
HAM,نياز به يك دستگاه كيبورد (كيبورد شماره اموال 2142050360 به جاي كيبورد شماره اموال 2142050220 بدليل خرابي كيبورد قبلي )
HAM,اشكال در اتصال به اينترنت شركتي
HAM,بررسي Eorg و اشكال در جستجوي نامه
HAM,بررسي برنامه توربين اورهال
HAM,انتقال فايل به سيستم فولادي
HAM,نياز به انتقال اطلاعات از كلديسك به سيستم
HAM,بررسي ورود به EOrg
HAM,بررسي فايل ورد
HAM,نصب مجدد درايور اسكنر
HAM,اشكال در موزيلا
HAM,اشكال در IE
HAM,مشكل كندي سيستم   تعويض ويندوز   ارتقاء سخت افزار
HAM,samsung
HAM,راهنمايي و update finance
HAM,رفع ايراد printer منشي
HAM,رفع ايراد در سيستم overhal آقاي جابري
HAM,update finance
HAM,خرابي ويندوز ارجاع به كارگاه
HAM,"سيستم آقاي جباري  پاك كردن temp , profiles"
HAM,راهنمايي eorg
HAM,خرابي ويندوز ارجاع به كارگاه
HAM,راهنمايي جهت finance
HAM,update overhal
HAM,update overhal
HAM,قطعي شبكه
HAM,password eorg
HAM,password eorg
HAM,راهنمايي خانم پارساني جهت scan eorg
HAM,قطعي شبكه
HAM,انتخاب نوع printer در eorg
HAM,نصب printer 2130
HAM,رفع printer منشي
HAM,نياز به انتقال اطلاعات از سيستم به كلديسك
HAM,راه اندازي scaner 3020
HAM,راه اندازي keyboard
HAM,تعويض password eorg
HAM,تنظينات دسترسي overhal
HAM,2015
HAM,تعويض password eorg
HAM,نصب پرينتر
HAM,select كردن نوع پرينتر در eorg
HAM,تست
HAM,نصب پرينتر
HAM,share printer خانم مكوندي
HAM,نصب پرينتر منشي
HAM,نصب اسكنر
HAM,قطعي شبكه
HAM,نصب اسكنر منشي
HAM,تعويض muse
HAM,افزايش طول جهت راه اندازي mouse
HAM,ايراد در ورود به ويندوز
HAM,مشكل كندي سيستم  ارتقاء سيستم  تعويض ويندوز   بلورگيري
HAM,نصب مجدد پرينتر
HAM,تغيير پسوورد eorg
HAM,اشكال در ويندوز
HAM,اشكال در موزيلا و بررسي پورتالهاي شركتي
HAM,بررسي پرينتر
SPAN,تعويض يك عدد تونر
HAM,اشكال سخت افزاري كيبورد
HAM,بررسي قطعي شبكه
HAM,بررسي فاينانس
HAM,بررسي سيستم و مشكل ريست شدن
HAM,بررسي پسورد Eorg
HAM,بررسي پسورد Eorg
HAM,بررسي  پسورد Eorg
HAM,سيستم بعد از 1 تا 2 ساعت ريستارت ميشود.  (Blue Screen of Death)
SPAN,نياز به دو عدد پد ماوس
SPAN,نياز به تعويض كاتريج پرينتر 7055  ارسال يك عدد كاتريج اضافه
HAM,نياز به انتقال اطلاعات از كلديسك به سيستم
HAM,نياز به تحويل يك ست كامل سيستم يونيت (كيس-كيبورد-مانيتور)
HAM,اشكال در طراحي فرم اكسل
HAM,اشكال در فرم ماموريت(ورد)
HAM,بررسي پرينتر
HAM,بررسي قطعي شبكه
HAM,اشكال در پرينتر 1200
HAM,تحويل ست كامل (كيس-مانيتور-كيبرد)-اموال كيس:2142020367
HAM,اشتراك پرينتر آقاي كايدان براي مقامي
HAM,بررسي تنظيمات مربوط به دستگاه حضور و غياب
HAM,راهنمايي جهت ثبت درخواست كار جديد در توربين اورهال
HAM,ريست كردن سوئيچ هاي شبكه
HAM,تغيير پسوورد
HAM,بررسي MSEC Book
HAM,كابل شبكه اداره تعميرات قطع شده است
HAM,اشتراك گذاري پرينتر (اقاي مقامي)
HAM,اشكالات زير بررسي شود  1- اشكال گرافيك سيستم  2- ايجاد فضاي درايو C  3- بررسي join به دامين
HAM,سيستم به دامين Nisoc معرفي شود.
SPAN,نياز به تعويض يك عدد كاتريج 5340
SPAN,نياز به تعويض برچسب كيبورد
HAM,نياز به يك ست كامل سيستم يونيت
HAM,منشي آقاي حسين پور  1- بررسي كاغذ كش پرينتر  2- سرويس و بلوور گيري پرينتر
HAM,نياز به انتقال اطلاعات از CoolDisk به سيستم اقاي سياحي
HAM,نياز به يك ست كامل (مادربرد -رم -CPU-گرافيك)
HAM,نياز به انتقال اطلاعات از كلديسك به سيستم آقاي سياحي
SPAN,بررسي و تعويض ماوس سيستم
HAM,عدم شناسايي كارت شبكه
HAM,نصب مجدد موزيلا فايرفاكس - بهداد سمائي
HAM,اشكال در باز كردن پورتال
HAM,اشكال در بازنمودن پورتال
SPAN,بررسي و تعويض ماوس جديد
HAM,اشكال در ورود به Eorg
HAM,نياز به تست يك دستگاه اسكنر
HAM,تنظيم پيش فرض پرينتر
HAM,نياز به رايت يك عدد cd
HAM,نياز به تست و بررسي 13 عدد ram ddr3
HAM,بروزرساني آپديت مكافي  همانگي با شبكه ستاد آقاي اكبري  تلفن 24705
HAM,انتقال فايل
HAM,انتقال فايل و پرينت آن
HAM,بررسي قطعي مكرر
HAM,طراحي فرم ورد
HAM,بررسي فونت هاي سيستم و اشكال در پرينتر
HAM,تغيير ويندوز از 10 به 7  تغيير دامين به Nisoc  بررسي DNS
HAM,اشكال در برنامه net
HAM,بررسي اشكال گير كردن كاغذ در پرينتر
HAM,كندي بيش از حد سيستم  در صورت امكان ويندوز به 7 ارتقا يابد  كاربر از تاريخ 18 خرداد دوره ميباشد.(در اين زمان هماهنگ شود)
HAM,باتوجه به اينكه ويندوز سيستم كاربر xp ميباشد وهمچنين عدم كاركرد dvd usb براي ريست نمودن tcpldap لذا به واحد كارگاه جهت تعويض ويندوز و انجام باقي امور ارجاع داده ميشود.
HAM,كندي سيستم  اشكال در پاور سيستم  خطا ويندوز در زمان كار
HAM,تعويض ويندوز به دليل كندي بيش از اندازه سيستم
HAM,نياز به تغيير و تحول اموال آقاي فروزنده به نام آقاي جاوداني
HAM,نياز به يك دستگاه اسكنر
HAM,سسسسس
HAM,نياز به تعمير يك دستگاه پرينتر (پرس 2820- هات رولر 5250 برادر- ريست درام- سرويس پرينتر)
HAM,نياز به تعمير مانيتور ( برد پاور مانيتور)
HAM,نياز به تعمير مانيتور ( برد پاور مانيتور- تعمير برد vga)
HAM,نياز به رايت يك نسخه CD- آقاي سياحي
HAM,تست
HAM,نياز به Reset  Password
HAM,تعويض يك عدد رم نو مدل DDR3كينك مكس
HAM,بدليل كندي سيستم   ويندوز xp ميباشد
HAM,ويندوز xp ميباشد  سليمانيان
HAM,ويندوز سيستم آقاي ملايي 10 ميباشد و احتياج به تعويض آن است  سليمانيان
HAM,اشكال در بازنمودن پورتال
HAM,اشكال در بازنمودن پورتال
SPAN,نياز به 3 عدد CD جهت تهيه I See Password
HAM,اشكال در بازنمودن پورتال
HAM,اشكال در بازنمودن پورتال
HAM,اشكال در بازنمودن پورتال  اشكال در پرينتر
HAM,اشكال در بازنمودن پورتال
HAM,اشكال در بازنمودن پورتال
HAM,اشكال در بازنمودن پورتال
HAM,اشكال در بازنمودن پورتال
HAM,اشكال در بازنمودن پورتال
HAM,اشكال در بازنمودن پورتال
HAM,اشكال در بازنمودن پورتال
HAM,انتقال فايل
HAM,بررسي ويندوز و اشكال در پروفايل كاربري
HAM,طراحي فرم
HAM,بستن شدن مكرر Eorg - منشي
HAM,حذف و نصب برنامه خدمات رفاهي
HAM,اشكال در باز نمودن پورتال
SPAN,نياز به 15 عدد ماوس + 2 عدد كارت شبكه + 1 عدد كارت صدا جهت رفع نياز سيستم هاي كابران اهواز - آغاجاري- گچساران
HAM,share printer جهت منشي
SPAN,تعويض كاتريج خانم زنگه
SPAN,خانم حيدري
HAM,خانم موسوي reset password
SPAN,بار دوم جهت تعويض به دليل خرابي كاتريج اول  خانم حيدري
HAM,تعويض password
HAM,ايراد در سخت افزار رفع آن
HAM,update overhal
HAM,ايراد در باز شدن فايلهاي eorg
HAM,يازيابي password
SPAN,pro 400
HAM,تنظيمات word و language
HAM,نصب scaner
HAM,بازيابي password
SPAN,2130
HAM,راهنمايي eorg
HAM,كندي سيستم و تعويض ويندوز xp
SPAN,1132
HAM,بالا نيامدن ويندوز و رفع آن
HAM,ارجاع
HAM,reset password
HAM,خرابي دكمه power
HAM,share printer
HAM,انبار فرعي
HAM,تنظيمات ويندوز time
HAM,ايراد در login
HAM,تنظيمات ويندوز جهت درست شدن تاريخ در eorg  منشي
HAM,ويندوز xp  بسيار كند  اشكال dns بخاطر كندي سيستم حل نشد
HAM,pdf  سيستم اينترنت
HAM,ويندوز xp  بسيار كند  اشكال dns بخاطر كندي سيستم حل نشد
HAM,password  منشي
HAM,reset password
HAM,ويندوز Xp  SP3 نياز به ارتقاء به Windows 7
HAM,رفع ايراد
HAM,رفع اشكال
HAM,share printer
HAM,تنظيمات IE
HAM,تنظيمات IE  منشي
HAM,نصب درايورها و برنامه هاي مورد نياز شركت
HAM,نياز به تست و تعويض دارد
HAM,انتقال فايل
HAM,مراحل join و rejoin جهت راه اندازي portal nisoc
HAM,تنظيمات dns
HAM,تغيير password
HAM,تنظيمات DNS
HAM,رفع ايراد portal nisoc
HAM,مراحل join
HAM,ايراد در login با user علوي شريف
HAM,مشكل برنامه هاي آفيس و ويندوز
HAM,نصب پرينتر آقاي نداف
HAM,resetpassword
HAM,ايراد در بالا امدن portal
HAM,ايراد در boot
HAM,رفع ايراد از portal nisoc
HAM,join domain  خانم موسوي
HAM,ويندوز سيستم منشي ايشان (خ شريفات) بالا نمي آيد.
HAM,نصب ويندوز service pack 1  جهت راه اندازي ويندوز
HAM,اشكال در باز نمودن نامه
SPAN,يكعدد تونر 3020
HAM,اشكال در نرم افزار OverHaul
HAM,اشكال در نرم افزار OverHaul   نصب  Microsoft .NetFrameWork
HAM,اشكال در برنامه OverHaul   نصب Microsoft .NetFrameWork 4.7.2
HAM,نياز به تعويض باطري Bios
HAM,اشكال در تنظيمات DNS   اشكال در پورتال
HAM,نياز به نصب Windows 7 EnterPrise SP1
HAM,نياز به نصب ويندوز 7 sp1 سيستم خ مالكي
HAM,نصب overhaul
HAM,فراموشي رمز عبور و تغيير رمز عبور
HAM,اشكال در پاور كيس و روشن نشدن سيستم
SPAN,تعويض يك عدد تونر
HAM,بررسي شبكه داخلي
HAM,اشكال در dns
HAM,ريست پسوورد eorg
HAM,هنگي سيستم
SPAN,ايراد در كليك كردن
HAM,نصب overhaul
HAM,نصب پرينتر بر روي سيستم نت
HAM,نياز به ارتقاء به Windows SP1 EnterPrise
HAM,نصب اورهال
HAM,نصب اورهال
HAM,اشكال در اجراي Eorg
SPAN,تعويض يكعدد كابل پرينتر
HAM,طراحي فرم گزارش هفتگي
HAM,نصب پرينتر
HAM,نياز به ارتقاءويندوز به Windows 7 EnterPrise sp1
HAM,نياز به ارتقاءويندوز به Windows 7 EnterPrise sp1
HAM,طراحي فرم ورد
HAM,نياز به انتقال اطلاعات از كلديسك به سيستم آقاي فروغي
HAM,رم DDR2
HAM,نياز به تعويض رم DDR2 دارد
HAM,اشكال در دريافت Policy  تغيير نام سيستم  بررسي سرعت ويندوز
HAM,نصب overhaul
HAM,ريست پسوورد
SPAN,نياز به يك عدد تونر samsung
HAM,نياز به ارتقاء سخت افزاري
HAM,قطعي شبكه در واحد هاي كارگاهي
HAM,reset password
HAM,share printer
HAM,بالا آوردن portal nisoc
HAM,join جهت بالا آمدن portal
HAM,ويندوز بالا نمي آيد
HAM,اشكال Eorg   فونت سيستم
HAM,راهنمايي كاربر در رابطه با پورتال
SPAN,يكعدد تونر 5340
SPAN,يكعدد تونر 1320
HAM,حذف dns
HAM,حذف dns
HAM,اشكال در پرينتر
HAM,نصب پرينتر 2014  نصب اسكنر G3010
HAM,نصب پرينتر 1320
HAM,تغيير و تحول كليه اموال در اختيار آقاي طهماسبيان به نام آقاي فروزنده
HAM,reset password
HAM,ايراد در بالا امدن portal nisoc
HAM,ايراد در ورود به ويندوز
HAM,share printer
HAM,منشي  راهنمايي و ورود به ويندوز
HAM,reset password
HAM,بازيابي كلمه عبور  منشي
SPAN,1320
HAM,بررسي و خرابي دكمه پاور
HAM,reset password
HAM,بازيابي password
HAM,نصب conteract
HAM,overhal
HAM,نياز به رايت 5 نسخه cd ( تفسير سوره لقمان- قرائت قرآن)- بسيج
SPAN,2130
HAM,office
HAM,share printer
SPAN,نياز به تعويض كاتريج پرينتر
HAM,join domain
HAM,reset password
HAM,خرابي ويندوز سيستم اينترنت
HAM,تعويض باطري بايوس براي سيستم محمد مهرنيا
